filename,objectID,name,xmin,ymin,xmax,ymax
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000091.jpg,object_00,D10,158,134,377,152
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000091.jpg,object_01,Repair,123,2,228,51
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000091.jpg,object_02,D40,183,42,189,51
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000091.jpg,object_03,D40,159,93,170,109
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000091.jpg,object_04,D00,83,117,92,131
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000091.jpg,object_05,D00,183,52,193,91
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000091.jpg,object_06,D10,1,91,183,107
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000092.jpg,object_00,D10,205,107,331,129
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000092.jpg,object_01,D00,338,102,390,236
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000092.jpg,object_02,D00,409,301,479,476
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000092.jpg,object_03,D00,14,1,176,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000093.jpg,object_00,D10,115,293,512,367
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000093.jpg,object_01,D00,8,175,121,300
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000093.jpg,object_02,D00,30,302,115,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000094.jpg,object_00,D00,247,1,270,137
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000094.jpg,object_01,D00,193,130,245,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000095.jpg,object_00,D20,1,314,326,357
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000095.jpg,object_01,D10,332,315,512,358
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000095.jpg,object_02,D10,19,57,481,96
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000096.jpg,object_00,D10,1,294,346,367
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000097.jpg,object_00,D20,1,246,213,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000097.jpg,object_01,D20,290,246,439,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000098.jpg,object_00,D00,236,1,303,362
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000098.jpg,object_01,D00,421,309,512,473
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000098.jpg,object_02,D00,211,408,232,506
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000098.jpg,object_03,D00,108,137,150,319
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000099.jpg,object_00,D40,174,104,250,507
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000100.jpg,object_00,D10,1,236,512,289
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000101.jpg,object_00,D00,224,112,445,507
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000101.jpg,object_01,D00,23,215,130,505
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000101.jpg,object_02,D00,61,105,172,253
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000102.jpg,object_00,D10,1,283,512,325
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000103.jpg,object_00,D10,190,336,512,395
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000104.jpg,object_00,D10,241,278,510,323
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000104.jpg,object_01,D10,57,271,222,310
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000105.jpg,object_00,D20,1,180,449,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000105.jpg,object_01,D00,265,20,436,172
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000106.jpg,object_00,D00,191,57,275,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000107.jpg,object_00,D00,343,85,389,112
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000107.jpg,object_01,D10,362,233,439,253
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000107.jpg,object_02,D00,239,147,252,195
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000107.jpg,object_03,D10,1,268,132,292
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000107.jpg,object_04,D00,267,383,284,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000107.jpg,object_05,D00,217,347,263,473
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000107.jpg,object_06,D00,247,473,264,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000107.jpg,object_07,Repair,129,192,360,378
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000108.jpg,object_00,D00,255,23,300,232
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000108.jpg,object_01,D20,1,207,205,303
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000108.jpg,object_02,D20,211,218,396,312
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000108.jpg,object_03,D20,402,243,512,338
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000109.jpg,object_00,D00,1,128,115,418
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000109.jpg,object_01,Repair,1,1,201,133
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000109.jpg,object_02,D20,256,70,465,135
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000109.jpg,object_03,D20,208,9,272,49
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000110.jpg,object_00,D00,301,6,342,137
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000111.jpg,object_00,D20,16,139,463,311
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000111.jpg,object_01,D20,150,312,434,506
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000112.jpg,object_00,D00,116,217,351,427
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000112.jpg,object_01,D00,155,170,199,215
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000112.jpg,object_02,D00,198,214,207,290
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000112.jpg,object_03,D00,69,1,84,147
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000112.jpg,object_04,D00,86,103,146,138
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000112.jpg,object_05,D00,1,131,65,223
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000112.jpg,object_06,D10,356,422,512,452
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000113.jpg,object_00,D40,187,287,245,466
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000114.jpg,object_00,D10,1,262,297,344
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000115.jpg,object_00,D10,1,260,512,306
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000116.jpg,object_00,D00,3,254,69,394
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000116.jpg,object_01,D00,134,237,195,507
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000116.jpg,object_02,D00,197,147,219,233
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000116.jpg,object_03,D00,370,128,488,192
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000117.jpg,object_00,D00,237,2,288,276
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000117.jpg,object_01,D00,393,229,489,408
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000117.jpg,object_02,D00,211,292,234,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000117.jpg,object_03,D00,121,122,157,260
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000118.jpg,object_00,D00,165,2,197,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000119.jpg,object_00,D00,184,1,207,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000120.jpg,object_00,D00,396,411,512,468
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000120.jpg,object_01,D10,3,302,372,382
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000120.jpg,object_02,D00,425,171,512,226
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000121.jpg,object_00,D00,18,125,73,231
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000121.jpg,object_01,D00,438,4,512,61
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000122.jpg,object_00,D20,121,315,390,388
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000122.jpg,object_01,D00,264,389,276,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000122.jpg,object_02,D00,2,253,512,328
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000123.jpg,object_00,D00,5,101,37,157
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000123.jpg,object_01,D10,1,215,237,229
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000124.jpg,object_00,D00,215,114,369,400
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000124.jpg,object_01,D00,13,193,134,467
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000124.jpg,object_02,D00,63,97,167,238
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000125.jpg,object_00,D20,1,201,448,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000126.jpg,object_00,D20,68,236,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000127.jpg,object_00,Repair,1,130,511,334
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000127.jpg,object_01,D40,129,94,147,107
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000128.jpg,object_00,D00,319,107,403,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000128.jpg,object_01,D00,248,1,314,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000129.jpg,object_00,D00,195,1,243,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000130.jpg,object_00,D00,91,93,176,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000130.jpg,object_01,D00,235,65,257,179
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000130.jpg,object_02,D00,327,109,347,161
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000131.jpg,object_00,D00,363,132,425,259
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000131.jpg,object_01,D00,250,1,281,146
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000131.jpg,object_02,D00,231,153,245,279
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000131.jpg,object_03,D00,261,409,287,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000131.jpg,object_04,D00,156,65,177,157
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000132.jpg,object_00,Repair,1,96,512,461
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000133.jpg,object_00,D10,1,171,89,191
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000133.jpg,object_01,D00,158,200,194,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000133.jpg,object_02,D10,113,147,253,175
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000134.jpg,object_00,D00,81,1,170,442
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000134.jpg,object_01,D10,75,466,512,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000135.jpg,object_00,D20,1,172,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000135.jpg,object_01,D20,93,3,314,171
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000136.jpg,object_00,D00,187,273,222,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000136.jpg,object_01,D00,194,81,220,231
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000137.jpg,object_00,D00,195,1,243,497
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000137.jpg,object_01,D00,1,284,217,396
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000137.jpg,object_02,D10,217,258,512,300
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000137.jpg,object_03,D00,419,297,512,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000138.jpg,object_00,D40,103,115,130,137
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000138.jpg,object_01,Repair,1,214,511,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000139.jpg,object_00,D10,1,195,512,234
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000140.jpg,object_00,D00,219,66,244,237
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000140.jpg,object_01,D20,159,246,312,348
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000141.jpg,object_00,D00,187,300,218,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000142.jpg,object_00,Repair,1,35,512,367
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000143.jpg,object_00,D00,241,1,320,176
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000143.jpg,object_01,D00,109,40,137,127
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000143.jpg,object_02,D00,337,395,377,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000144.jpg,object_00,D00,406,143,509,208
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000144.jpg,object_01,D00,194,189,238,421
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000144.jpg,object_02,D00,131,424,155,508
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000145.jpg,object_00,D20,232,194,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000146.jpg,object_00,D00,181,96,222,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000147.jpg,object_00,D10,1,342,509,442
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000147.jpg,object_01,D00,287,262,394,351
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000147.jpg,object_02,D00,112,281,280,351
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000147.jpg,object_03,D10,396,232,512,279
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000148.jpg,object_00,D20,1,296,512,361
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000148.jpg,object_01,D10,85,51,512,86
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000149.jpg,object_00,D00,192,229,221,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000150.jpg,object_00,D40,220,128,262,171
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000150.jpg,object_01,D40,203,142,216,161
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000151.jpg,object_00,D00,133,25,148,63
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000151.jpg,object_01,D00,149,68,194,114
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000151.jpg,object_02,D10,198,110,325,137
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000151.jpg,object_03,Repair,315,86,481,177
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000151.jpg,object_04,D40,408,172,427,192
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000151.jpg,object_05,D10,427,193,488,205
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000151.jpg,object_06,D00,427,201,453,283
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000151.jpg,object_07,D10,181,251,452,291
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000151.jpg,object_08,D40,406,285,429,317
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000151.jpg,object_09,D40,299,317,315,348
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000151.jpg,object_10,D20,292,283,430,396
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000151.jpg,object_11,D00,396,398,511,441
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000151.jpg,object_12,D00,162,275,186,356
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000151.jpg,object_13,D10,18,294,159,317
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000152.jpg,object_00,D20,130,338,357,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000152.jpg,object_01,D00,204,44,256,338
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000153.jpg,object_00,D10,45,17,215,35
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000153.jpg,object_01,D00,106,36,163,311
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000153.jpg,object_02,D00,102,331,235,404
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000153.jpg,object_03,D00,244,409,283,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000154.jpg,object_00,D00,128,87,197,224
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000154.jpg,object_01,D00,133,228,265,292
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000154.jpg,object_02,D00,253,295,512,386
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000154.jpg,object_03,D00,1,157,136,191
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000155.jpg,object_00,D00,183,173,222,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000156.jpg,object_00,D00,143,247,512,355
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000156.jpg,object_01,D10,1,359,511,453
